place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score,tiktok_raw,gmaps_raw,tiktok_score_norm,gmaps_score_norm,attraction_score,open_min,close_min,visit_duration_min,include_in_route
Quán Cafe Mây,cafe,1,29,983,254,,https://www.tiktok.com/@noir.coffee.57/video/7637896514794278165,0,10.13,,Mây Cafe,ChIJR3-JjEYTcTERiudtnVwkDos,"lô b6, KQh Huỳnh Tấn Phát, Xuân Trường - Đà Lạt, Lâm Đồng 66118, Việt Nam",11.9512785,108.4905177,4.8,25,,0969 346 339,,OPERATIONAL,Thứ Hai: 14:30–22:30 | Thứ Ba: 14:30–22:30 | Thứ Tư: 14:30–22:30 | Thứ Năm: 14:30–22:30 | Thứ Sáu: 14:30–22:30 | Thứ Bảy: 14:30–22:30 | Chủ Nhật: 14:30–22:30,14:30,22:30,76.19047619047619,10.13,15.64,0.0,0.3499,0.14,870,1350,60,True
Lang farm,địa điểm checkin,2,10067,438000,54100,,https://www.tiktok.com/@langfarmcenter/video/7527934538673032449,2,73.87,DalangFarm,L'angfarm,ChIJn80S5y4TcTERVPO-3oVWS-c,"WCRP+MW5, Đ. Nguyễn Chí Thanh, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9416463,108.437375,3.8,41,,1900 9065,,OPERATIONAL,,,,66.66666666666667,83.87,14.2,0.0211,0.3178,0.1398,,,30,True
Mai Anh Đào,thiên nhiên,1,49800,1700000,10300,,https://www.tiktok.com/@.lt.3605/video/7601868238388989191,1,229.8,,MAI ANH ĐÀO,ChIJ8wiuYlETcTERvXAuABT8c0M,"7 Đường Lộc Quý, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.9465615,108.5164867,4.7,10,,,https://giaiphadotpha.vn/,OPERATIONAL,,,,100,234.8,11.27,0.0643,0.2522,0.1394,,,90,True
Camping Lý tưởng,địa điểm checkin,1,6,77,58,,https://www.tiktok.com/@_dalatxinhdep/video/6996251672645340417,1,10.01,,Lều Camping Today Đà Lạt,ChIJ_bmFmmYTcTERknaaSzZYZEA,"33 Hẻm 31Nguyễn Công Trứ, Lâm Viên - Đà Lạt, Lâm Đồng 66106, Việt Nam",11.954184,108.4399029,5,21,,0357 771 301,https://www.facebook.com/share/v/14pA9wrxfq/?mibextid=wwXIfr,OPERATIONAL,Thứ Hai: 07:00–20:00 | Thứ Ba: 07:00–20:00 | Thứ Tư: 07:00–20:00 | Thứ Năm: 07:00–20:00 | Thứ Sáu: 07:00–20:00 | Thứ Bảy: 07:00–20:00 | Chủ Nhật: 07:00–20:00,07:00,20:00,66.66666666666667,15.01,15.46,0.0014,0.3458,0.1392,420,1200,30,True
Mallorie Hotel, khách sạn,1,140,10300,2949,,https://www.tiktok.com/@congtyhoadalattravel.vn/video/7630011968153193748,1,11.17,,Mallorie Boutique Hotel,ChIJRU6mApRtcTERMTGkrEFMs1U,"28 Đường Tô Hiến Thành, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9283573,108.4455399,4.3,26,,0786 226 666,http://malloriehotel.com/,OPERATIONAL,,,,75.67567567567568,16.17,14.17,0.0018,0.3171,0.1279,,,0,False
Tiệm ăn HoaVenRừng,nhà hàng,1,232,7162,816,,https://www.tiktok.com/@tiemangiadinhhoavenrung/video/7520852332108614930,1,10.95,,Tiệm ăn Hòa Đà Lạt,ChIJgZXgwswTcTERvWnBXMziO3I,"126 Đường An Dương Vương, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9546997,108.4358691,5,16,,0823 829 899,,OPERATIONAL,Thứ Hai: 06:30–10:30 | Thứ Ba: 06:30–10:30 | Thứ Tư: 06:30–10:30 | Thứ Năm: 06:30–10:30 | Thứ Sáu: 06:30–10:30 | Thứ Bảy: 06:30–10:30 | Chủ Nhật: 06:30–10:30,06:30,10:30,68.96551724137932,15.95,14.17,0.0017,0.317,0.1278,390,630,60,True
Băng Đàn Garden,cafe,1,2396,171500,11800,,https://www.tiktok.com/@comdongbao47/video/7596484433016900885,1,29.55,,Đà Lạt Garden,ChIJ720NgnQTcTERjQjEWe75Kqk,"3 Đ. Hùng Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9412582,108.4593235,3.6,33,,0889 290 092,,OPERATIONAL,Thứ Hai: 10:00–00:00 | Thứ Ba: 10:00–00:00 | Thứ Tư: 10:00–00:00 | Thứ Năm: 10:00–00:00 | Thứ Sáu: 10:00–00:00 | Thứ Bảy: 10:00–00:00 | Chủ Nhật: 10:00–00:00,10:00,00:00,72.14285714285714,34.55,12.69,0.007,0.2841,0.1178,600,1440,60,True
Lưng Đồi,thiên nhiên,1,21,338,2311,,https://www.tiktok.com/@lungdoicoffee_backery/video/7615550815121575186,1,10.05,,Lưng Đồi Homestay,ChIJ05aycABtcTER-CW65-3su5k,"D72/2 KQH, Đ. An Sơn, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9199127,108.420414,5,12,,0988 888 577,https://melieuhouse.com/,OPERATIONAL,,,,79.0,15.05,12.82,0.0014,0.287,0.1156,,,90,True
Orio Homestay,homestay,1,29,1324,11100,,https://www.tiktok.com/@oriodalat/video/7638548448559500564,1,10.16,,ORi Homestay,ChIJs6W-P3ATcTER41rsq7GHEG0,"06B Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9349575,108.442765,4.4,17,,0833 728 433,https://www.facebook.com/ORi.Homestay,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,96.0,15.16,12.72,0.0015,0.2846,0.1147,0,,0,False
Home này,homestay,1,3591,98700,33100,,https://www.tiktok.com/@nguoitrerongchoi/video/7567245589256146177,1,23.46,,Man Home Da Lat,ChIJO7SttxMTcTERlsgUzBiIEIo,"6 Nguyễn Du, Lâm Viên - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9448099,108.4587195,5,11,,0814 345 662,,OPERATIONAL,,,,75.0,28.46,12.42,0.0053,0.278,0.1144,,,0,False
Rừng Mơ,cafe,1,2284,68200,9736,,https://www.tiktok.com/@ama.vietnam.blog/video/7613373066021735687,1,19.1,,Rừng Mơ Coffee,ChIJy6yiKwAVcTERPo-HM-1kbUc,"Hoa Cẩm Tú Cầu, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9018502,108.4399741,3.1,51,,0363 620 875,,OPERATIONAL,Thứ Hai: 07:00–19:30 | Thứ Ba: 07:00–19:30 | Thứ Tư: 07:00–19:30 | Thứ Năm: 07:00–19:30 | Thứ Sáu: 07:00–19:30 | Thứ Bảy: 07:00–19:30 | Chủ Nhật: 07:00–19:30,07:00,19:30,81.66666666666667,24.1,12.25,0.004,0.2741,0.112,420,1170,60,True
Vibes Boutique Hotel Dalat,khách sạn,2,12,651,144,,https://www.tiktok.com/@vibesboutiquehoteldalat/video/7633607362175159573,2,20.08,,Vibes Boutique Hotel,ChIJgarqagATcTERfy2EDOnVBPU,"24/2 Hẻm Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9270347,108.4390662,5,10,,,,OPERATIONAL,,,,100,30.08,11.99,0.0057,0.2683,0.1107,,,0,False
Dalat's Cafe,cafe,2,427,7206,3272,,https://www.tiktok.com/@lou502city/video/7625401545194065183,1,21.15,,Dalat Cafe,ChIJkxFW4CsTcTERFsNEJprHgwE,"118 Đường Hai Bà Trưng, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.9453423,108.4334426,4,19,,0263 3824 093,,OPERATIONAL,Thứ Hai: 06:30–22:00 | Thứ Ba: 06:30–22:00 | Thứ Tư: 06:30–22:00 | Thứ Năm: 06:30–22:00 | Thứ Sáu: 06:30–22:00 | Thứ Bảy: 06:30–22:00 | Chủ Nhật: 06:30–22:00,06:30,22:00,95.0,26.15,11.98,0.0046,0.2681,0.11,390,1320,60,True
Bliss Home,homestay,1,19,1422,2217,300 ka,https://www.tiktok.com/@bliss.home.govap/video/7638130333644360968,1,10.16,,Bliss House Đà Lạt,ChIJS7V7p6UTcTERRNkSgEsLlFY,"Lô A6 Trần Anh Tông, Đường Nguyên Tử Lực, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9656135,108.4543284,4.9,9,,0911 903 379,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,85.71428571428572,15.16,11.28,0.0015,0.2525,0.1019,0,,0,False
Quán cơm số 7,chợ quán,1,2196,151600,43800,,https://www.tiktok.com/@tanohien/video/7371443709138832648,1,27.36,,Cơm Số 7,ChIJg51tr7dtcTERnOZVQeZLdSU,"34c Đường đa Phú, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",11.9805231,108.4177135,3.4,22,,0915 774 278,,OPERATIONAL,,,,91.19047619047619,32.36,10.66,0.0064,0.2385,0.0992,,,45,True
Langbiang Land,thiên nhiên,2,21127,1300407,16200,,https://www.tiktok.com/@langbiangland/video/7528369502120185095,2,171.17,,langbiang,ChIJGwske9VzcTERXO318JHNArM,"2C59+FGR, Đăng Gia, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0087251,108.4187811,4,6,,,,OPERATIONAL,,,,93.26086956521739,181.17,7.78,0.0489,0.1742,0.099,,,90,True
Mint Coffee & Tea,cafe,1,3899,102500,5685,,https://www.tiktok.com/@quanngondalat/video/7606963392359730452,1,24.15,,Mint Coffee & Tea,ChIJGZ-gEQATcTERFumrHMt_kGE,"12 Phan Chu Trinh, Lâm Viên - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.949691,108.4646613,3.2,27,,0961 613 113,,OPERATIONAL,Thứ Hai: 07:00–22:00 | Thứ Ba: 07:00–22:00 | Thứ Tư: 07:00–22:00 | Thứ Năm: 07:00–22:00 | Thứ Sáu: 07:00–22:00 | Thứ Bảy: 07:00–22:00 | Chủ Nhật: 07:00–22:00,07:00,22:00,100,29.15,10.66,0.0055,0.2386,0.0987,420,1320,60,True
Canyoning,thiên nhiên,1,935,60100,71100,,https://www.tiktok.com/@two_peas_abroad/video/7549937570201816342,1,16.95,,Canyoning Dalat,ChIJXZ-gTCkTcTERA50KVjA0cIs,"38 Đường Tăng Bạt Hổ, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9443308,108.434881,5,7,,0915 594 659,http://vietchallenge.com/,OPERATIONAL,Thứ Hai: 07:00–21:00 | Thứ Ba: 07:00–21:00 | Thứ Tư: 07:00–21:00 | Thứ Năm: 07:00–21:00 | Thứ Sáu: 07:00–21:00 | Thứ Bảy: 07:00–21:00 | Chủ Nhật: 07:00–21:00,07:00,21:00,100,21.95,10.4,0.0034,0.2327,0.0951,420,1260,90,True
Guye Histudio,địa điểm checkin,1,1287,20600,51100,,https://www.tiktok.com/@minhatminh/video/7529031556061531410,1,13.35,,Ghiền studio,ChIJpctRtXETcTERSGyBShDmE5I,"77 Đường An Dương Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.954218,108.4358928,5,7,,,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,72.0,18.35,10.4,0.0024,0.2327,0.0945,0,,30,True
Tháp truyền hình,địa điểm checkin,2,21110,637500,4567,,https://www.tiktok.com/@tiemcomganh/video/7590616146706042132 | https://www.tiktok.com/@sino4994/video/7610766108861172999,2,74.68,,Tháp truyền hình Đà Lạt,ChIJl56-bwATcTERtN3_Jt-MTHM,"3 Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9237918,108.4446407,5,4,,,,OPERATIONAL,,,,100,114.86,8.05,0.03,0.1801,0.09,,,30,True
tiệm trà mới mở,cafe,2,56900,925700,14700,,https://www.tiktok.com/@thaodimuonnoi/video/7634755846488050964,0,169.47,,Tiệm Trà Chang My,ChIJPYJHX0sTcTERX4kPNY_M7CQ,"03 Nguyễn Trãi, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9413435,108.4521892,5,3,,0918 240 991,,OPERATIONAL,Thứ Hai: 06:00–23:00 | Thứ Ba: 06:00–23:00 | Thứ Tư: 06:00–23:00 | Thứ Năm: 06:00–23:00 | Thứ Sáu: 06:00–23:00 | Thứ Bảy: 06:00–23:00 | Chủ Nhật: 06:00–23:00,06:00,23:00,68.75,169.47,6.93,0.0456,0.1551,0.0894,360,1380,60,True
KAT HOTEL Bùi Thị Xuân,khách sạn,1,3,136,259,,https://www.tiktok.com/@kathotel_dalat/video/7637108993717980436,1,10.02,,KAT HOTEL - BÙI THỊ XUÂN,ChIJbUGcGQATcTERlvIqOa1cB8I,"18/5/3, Đường Bùi Thị Xuân, Xuân Hương - Đà Lạt, Lâm Đồng 66109, Việt Nam",11.9443335,108.4406782,4.8,6,,0777 770 599,https://www.facebook.com/kathoteldalat,OPERATIONAL,,,,100,15.02,9.34,0.0014,0.209,0.0845,,,0,False
Rendez-vous,cafe,1,18,4346,240,,https://www.tiktok.com/@rendezvous_dalat/video/7523389423199849735,1,10.45,,RENDEZ-VOUS TEA & CAFE,ChIJaT8EfAATcTERbRrIvIzjKTQ,"142 Yersin, Lâm Viên - Đà Lạt, Lâm Đồng 660000, Việt Nam",11.9450546,108.4532269,5,5,,0379 318 618,https://www.facebook.com/share/1PXaukiw99/,OPERATIONAL,Thứ Hai: 08:00–21:00 | Thứ Ba: 08:00–21:00 | Thứ Tư: 08:00–21:00 | Thứ Năm: 08:00–21:00 | Thứ Sáu: 08:00–21:00 | Thứ Bảy: 08:00–21:00 | Chủ Nhật: 08:00–21:00,08:00,21:00,85.96774193548387,15.45,8.96,0.0015,0.2005,0.0811,480,1260,60,True
Hellodalat,địa điểm checkin,1,1851,120500,110600,,https://www.tiktok.com/@sonharryy/video/7252905458686594309,1,23.9,,Hello Dalat,ChIJpSfNbUATcTERNj9gO4gA_WI,"38/7A Ba Tháng Hai, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9397427,108.4311583,4.2,6,,0974 050 617,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100,28.9,8.17,0.0054,0.1829,0.0764,0,,30,True
Quảng Trường La Mã,địa điểm checkin,1,1193,45100,26700,,https://www.tiktok.com/@ducdodalat/video/7601042075273923858,1,15.7,,Quảng trường đà lạt,ChIJXdKEfwATcTER6d8goCmRPsE,"WFR5+588, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9404192,108.4583132,5,4,,,,OPERATIONAL,,,,95.0,20.7,8.05,0.003,0.1801,0.0739,,,30,True
hostel,homestay,1,772,38000,17500,,https://www.tiktok.com/@reeceisgone/video/7601562561313803542,1,14.57,,Đà Lạt Hostel,ChIJH1QBljoTcTERP-IXXf1163M,"WCPR+GCQ, Hẻm 1 Trần Phú, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9363456,108.4411134,5,4,,0976 105 002,,OPERATIONAL,,,,100,19.57,8.05,0.0027,0.1801,0.0737,,,0,False
Home Nham Minh,homestay,1,6883,265700,715,,https://www.tiktok.com/@homenhaminh_dalat/video/7617854710699117842,1,43.45,,Homes Nhà Mình,ChIJ65k_bCITcTEROhOLc1zm3L8,"83 Đ. Lữ Gia, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.954501,108.4596612,5,3,,,,OPERATIONAL,,,,78.57142857142857,48.45,6.93,0.011,0.1551,0.0686,,,0,False
Tiệm Bánh Mì,chợ quán,3,707,43285,15600,,https://www.tiktok.com/@dalatstreet/video/7632132173440535828 | https://www.tiktok.com/@tiembanhmidalatld/video/7558787033959763218,1,25.01,Bánh Mì BA ĐỜI,Tiệm Bánh Mì Thuận,ChIJG1hfohgTcTERCVDY4yIU5Kw,"64 Yersin, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.941528,108.451996,5,3,,0263 3826 988,,OPERATIONAL,Thứ Hai: 06:00–22:00 | Thứ Ba: 06:00–22:00 | Thứ Tư: 06:00–22:00 | Thứ Năm: 06:00–22:00 | Thứ Sáu: 06:00–22:00 | Thứ Bảy: 06:00–22:00 | Chủ Nhật: 06:00–22:00,06:00,22:00,95.0,40.04,6.93,0.0086,0.1551,0.0672,360,1320,45,True
Khách sạn Hoa Quynh,khách sạn,1,43,2717,26100,,https://www.tiktok.com/@hoaquynhdalat/video/7634786190746488082,0,10.31,,Khách sạn Quỳnh Anh Dalat,ChIJDfHJFloTcTERN2-fjd1Gpj4,"106 Yersin, Phường, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9447664,108.4515772,3.8,6,,0263 2202 122,https://www.facebook.com/profile.php?id=100093088599552,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,84.21052631578947,10.31,7.39,0.0001,0.1655,0.0662,0,,0,False
Xíu mại chén Đà Lạt,chợ quán,1,20,562,141,,https://www.tiktok.com/@lynio88/video/7308969069770722590,0,10.08,,Bánh mì xíu mại chén,ChIJEZPQKTgTcTER2iuWiIoYi8g,"4 Trần Nhật Duật, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.940059,108.455737,3.7,6,,,,OPERATIONAL,Thứ Hai: 07:00–22:00 | Thứ Ba: 07:00–22:00 | Thứ Tư: 07:00–22:00 | Thứ Năm: 07:00–22:00 | Thứ Sáu: 07:00–22:00 | Thứ Bảy: 07:00–22:00 | Chủ Nhật: 07:00–22:00,07:00,22:00,90.0,10.08,7.2,0.0,0.1611,0.0644,420,1320,45,True
Bún bò An Cựu,chợ quán,1,329,72300,33500,,https://www.tiktok.com/@lacaphee/video/7632515240151747858,1,17.56,,Bún bò Huế An Cựu,ChIJW-_5QwATcTERhF8rAZNXCR8,"1/2, Đ. Trần Quý Cáp, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9477339,108.4644251,5,3,,0888 034 934,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,86.66666666666667,22.56,6.93,0.0036,0.1551,0.0642,0,,45,True
Cottage House,cafe,1,101,12700,2449,,https://www.tiktok.com/@thomdalat/video/7541610504578469127,1,11.37,,Homey Cottage Dalat,ChIJod0nFMsTcTERIktf167RI3U,"17 Đ. Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9397714,108.45234,5,3,,0973 051 010,,OPERATIONAL,,,,84.61538461538461,16.37,6.93,0.0018,0.1551,0.0631,,,60,True
Quán cà phê ngắm hoàng hôn,cafe,1,331,39600,184,,https://www.tiktok.com/@caphedalat01/video/7389894220972166421,0,14.29,,Cà Phê Hoàng Hôn,ChIJ85FVzScTcTER-Ig_1zdiW20,"WCWR+G46, Đường Bùi Thị Xuân, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9462762,108.4402662,5,3,,,,OPERATIONAL,,,,76.19047619047619,14.29,6.93,0.0012,0.1551,0.0628,,,60,True
Workspace Coffee,cafe,1,6567,169000,4264,,https://www.tiktok.com/@daladala247/video/7621603884275993864,1,33.47,,Workspace Coffee Dalat - DALA247,ChIJUzNVL0gTcTERzryxgKcD24k,"09 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9401975,108.4631862,3.4,5,,0399 682 903,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,95.0,38.47,6.09,0.0081,0.1363,0.0594,0,,60,True
Villa sát Hồ Xuân Hương,homestay,1,1032,92500,6591,,https://www.tiktok.com/@locvilladalat/video/7551782935750479124,1,20.28,,Biệt thự Hồ Xuân Hương Villa,ChIJo39cBAYTcTERaQlORVBvkvo,"16, 1A Đường 3/4, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.934321,108.4457502,5,2,,0901 900 118,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,82.35294117647058,25.28,5.49,0.0044,0.1229,0.0518,0,,0,False
LUXURY HOTEL ĐÀ LẠT,khách sạn,1,58,2325,123200,rẻ,https://www.tiktok.com/@tiktokgapgiquaydo/video/7638409963882188040,1,10.29,,Luxury Hotel - Đà Lạt,ChIJd8s0TasTcTERLgTRvMPP1bM,"124 Tô Hiến Thành, Xuân Hương, Đà Lạt, Lâm Đồng 66122, Việt Nam",11.9295832,108.4432347,5,2,,0263 6299 993,,OPERATIONAL,,,,100,15.29,5.49,0.0015,0.1229,0.0501,,,0,False
Tam Giác Mạch,cafe,1,2,147,2,,https://www.tiktok.com/@gocnho.dalat/video/7030058273285934363,1,10.02,,Vườn hoa tam giác mạch,ChIJM1lznoo9cTERs14jOWQNZoY,"PGJG+6X9, Quảng Lợi, Quảng Lập, Lâm Đồng, Việt Nam",11.730527,108.5274882,5,2,,0944 146 337,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,89.28571428571429,15.02,5.49,0.0014,0.1229,0.05,0,,60,True
Langbiang,thiên nhiên,10,6510,149490,4227,,https://www.tiktok.com/@tc.tour/video/7588900908193320213,10,121.46,,Langbiang,ChIJH4Xfz7ZycTERj4pYvzEGu7M,"Langbiang, tt. Lạc Dương, Tp. Đà Lạt, Lâm Đồng, Việt Nam",12.0113122,108.4194447,,,,,,,,,,100,171.46,0.0,0.0462,0.0,0.0462,,,90,True
Cơm Gà Bình Dân,chợ quán,1,3344,158000,455500,平价,https://www.tiktok.com/@dicungphuc/video/7544952330693840136,1,29.14,,Quán Cơm Bình Dân,ChIJ6VkK7y4TcTERfvEnJCQtMjg,"1 Nam Kỳ Khởi Nghĩa, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9424129,108.4357182,4,2,,0263 3511 604,,OPERATIONAL,Thứ Hai: 08:00–21:00 | Thứ Ba: 08:00–21:00 | Thứ Tư: 08:00–21:00 | Thứ Năm: 08:00–21:00 | Thứ Sáu: 08:00–21:00 | Thứ Bảy: 08:00–21:00 | Chủ Nhật: 08:00–21:00,08:00,21:00,81.25,34.14,4.39,0.0069,0.0983,0.0435,480,1260,45,True
Coffee Homestay HĐK,homestay,1,14,218,263,,https://www.tiktok.com/@coffeetrasuahdkdalat/video/7626657632442518805,1,10.04,,Coffee Homestay HĐK,ChIJtSqvXgATcTERhQm4TnluHOg,"Số 2 Đường Cách Mạng Tháng Tám, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.953338,108.4544707,5,1,,0886 805 313,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100,15.04,3.47,0.0014,0.0776,0.0319,0,,0,False
Café sáng sớm Đà Lạt,cafe,1,36,6144,1568,,https://www.tiktok.com/@gotaditravel/video/7615478825572388117,0,10.65,,Cafe sáng Đà Lạt,ChIJnaPty2wTcTERbriuZbq3Es8,"WCQM+PX2 Ánh, Đường Ánh Sáng, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9392667,108.434878,3,2,,,,OPERATIONAL,Thứ Hai: 06:00–22:00 | Thứ Ba: 06:00–22:00 | Thứ Tư: 06:00–22:00 | Thứ Năm: 06:00–22:00 | Thứ Sáu: 06:00–22:00 | Thứ Bảy: 06:00–22:00 | Chủ Nhật: 06:00–22:00,06:00,22:00,72.72727272727273,10.65,3.3,0.0002,0.0737,0.0296,360,1320,60,True
Lang Biang,thiên nhiên,5,1998,84267,48700,,https://www.tiktok.com/@quynnchiiuu/video/7636719449567005959,5,60.42,,Lang Biang - Đà Lạt,ChIJ4WwmVVULcTERicYROvLzhdo,"Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0609635,108.4038672,,,,,,,,,,100,85.42,0.0,0.0216,0.0,0.0216,,,90,True
Quán Cơm Linh,chợ quán,1,13700,265000,12300,,https://www.tiktok.com/@quancomlinhdalat/video/7575476880564817159,1,50.2,,Quán cơm Linh,ChIJKS0nUgATcTER4oWQE7e240A,"31 KQH Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9414509,108.4561451,,,,0978 262 824,https://quancomlinhdalat.com/,OPERATIONAL,"Thứ Hai: 10:30–15:00, 17:00–19:30 | Thứ Ba: 10:30–15:00, 17:00–19:30 | Thứ Tư: 10:30–15:00, 17:00–19:30 | Thứ Năm: 10:30–15:00, 17:00–19:30 | Thứ Sáu: 10:30–15:00, 17:00–19:30 | Thứ Bảy: 10:30–15:00, 17:00–19:30 | Chủ Nhật: 10:30–15:00, 17:00–19:30",10:30,15:00,100,55.2,0.0,0.0129,0.0,0.0129,630,900,45,True
Chuyện Của Mơ Đà Lạt,cafe,2,12974,85400,3786,,https://www.tiktok.com/@renleafylens.global/video/7634860293104946450 | https://www.tiktok.com/@lulureview_/video/7632984252665122066,2,27.54,,Chuyện của mơ,ChIJKT_meQATcTERLyigumrm5Ig,"6 Đường Khởi Nghĩa Bắc Sơn, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9361414,108.4521992,,,,,,OPERATIONAL,,,,100,51.51,0.0,0.0119,0.0,0.0119,,,60,True
